f000001,16.360,18.280,"Start of chapter five teen."
f000002,18.280,23.960,"The longwishedfor morning dawned at last on Ed ward; and very soon a number of guests arrived."
f000003,23.960,35.000,"They had sent out a large number of invitations, and many who had missed the laying of the foundationstone, which was reported to have been so charming, were the more careful not to be absent on the second festivity."
f000004,35.000,39.400,"Before dinner the carpenter's people appeared, with music, in the court of the castle."
f000005,39.400,55.760,"They bore an immense garland of flowers, composed of a number of single wreaths, winding in and out, one above the other; salut ing the company, they made request, according to custom, for silk handkerchiefs and ribbons, at the hands of the fair sex, with which to dress themselves out."
f000006,55.760,72.680,"When the castle party went into the dininghall, they marched off singing and shouting, and after amusing themselves a while in the village, and coaxing many a ribbon out of the women there, old and young, they came at last, with crowds behind them and crowds expecting them, out upon the height where the parkhouse was now standing."
f000007,72.680,75.840,"After dinner Charlotte rather held back her guests."
f000008,75.840,85.640,"She did not wish that there should be any solemn or formal procession, and they found their way in little parties, Elective Affinities broken up, as they pleased, without rule or order, to the scene of action."
f000009,85.640,89.640,"Charlotte stayed behind with Ottilie, and did not improve matters by doing so."
f000010,89.640,100.120,"For Ottilie being really the last that appeared, it seemed as if the trumpets and the clarinets had only been waiting for her, and as if the gaieties had been ordered to commence directly on her arrival."
f000011,100.120,104.520,"To take off the rough appearance of the house, it had been hung with green boughs and flowers."
f000012,104.520,117.560,"They had dressed it out in an architectural fashion, according to a design of the Captain's; only that, without his knowledge, Edward had desired the architect to work in the date upon the cornice in flowers, and this was necessarily per mitted to remain."
f000013,117.560,123.800,"The Captain had only arrived on the scene in time to prevent Ottilie' s name from figuring in splendor on the gable."
f000014,123.800,131.800,"The beginning, which had been made for this, he contrived to turn skilfully to some other use, and to get rid of such of the letters as had been already finished."
f000015,131.800,136.000,"The garland was set up, and was to be seen far and wide about the country."
f000016,136.000,143.480,"The flags and the ribbons flut tered gaily in the air; and a short oration was, the greater part of it, dispersed by the wind."
f000017,143.480,145.600,"The solemnity was at an end."
f000018,145.600,151.920,"There was now to be a dance on the smooth lawn in front of the building, which had been enclosed with boughs and branches."
f000019,151.920,159.920,"A gaily dressed working mason took Edward up to a smartlooking girl of the vil lage, and called himself upon Ottilie, who stood out with him."
f000020,159.920,167.640,"These two couples speedily found others to follow Elective Affinities them, and Edward contrived pretty soon to change part ners, catching Ottilie, and making the round with her."
f000021,167.640,173.520,"The younger part of the company joined merrily in the dance with the people, while the elder among them stood and looked on."
f000022,173.520,179.960,"Then, before they broke up and walked about, an order was given that they should all collect again at sunset under the planetrees."
f000023,179.960,191.200,"Edward was the first upon the spot, ordering everything, and making his arrangements with his valet, who was to be on the other side, in com pany with the fireworkmaker, managing his exhibition of the spectacle."
f000024,191.200,200.120,"The Captain was far from satisfied at some of the preparations which he saw made; and he endeavored to get a word with Edward about the crush of spectators which was to be expected."
f000025,200.120,206.120,"But the latter, somewhat hastily, begged that he might be allowed to manage this part of the day's amusements himself."
